long,lat,group,order,region,subregion,median_violations,median_population,median_facilities,median_visits,epa_region,violations_per_facilities,violations_per_person
-75.34967803955078,37.94699478149414,54,13590,Virginia,chincoteague,6,100,6,14,3,1,0.06
-75.31529998779297,37.98710250854492,54,13591,Virginia,chincoteague,6,100,6,14,3,1,0.06
-75.292388916015625,38.00428771972656,54,13592,Virginia,chincoteague,6,100,6,14,3,1,0.06
-75.27519226074219,38.03866958618164,54,13593,Virginia,chincoteague,6,100,6,14,3,1,0.06
-77.71599578857422,39.327823638916016,55,13595,Virginia,main,6,100,6,14,3,1,0.06
-77.687347412109375,39.32209396362305,55,13596,Virginia,main,6,100,6,14,3,1,0.06
-77.641510009765625,39.31063461303711,55,13597,Virginia,main,6,100,6,14,3,1,0.06
-77.61286163330078,39.31063461303711,55,13598,Virginia,main,6,100,6,14,3,1,0.06
-77.5555648803711,39.2762565612793,55,13599,Virginia,main,6,100,6,14,3,1,0.06
-77.53264617919922,39.27052688598633,55,13600,Virginia,main,6,100,6,14,3,1,0.06
-77.4982681274414,39.25333786010742,55,13601,Virginia,main,6,100,6,14,3,1,0.06
-77.47535705566406,39.24760818481445,55,13602,Virginia,main,6,100,6,14,3,1,0.06
-77.4638900756836,39.23041915893555,55,13603,Virginia,main,6,100,6,14,3,1,0.06
-77.4696273803711,39.21895980834961,55,13604,Virginia,main,6,100,6,14,3,1,0.06
-77.503997802734375,39.196041107177734,55,13605,Virginia,main,6,100,6,14,3,1,0.06
-77.53264617919922,39.173126220703125,55,13606,Virginia,main,6,100,6,14,3,1,0.06
-77.54410552978516,39.15593338012695,55,13607,Virginia,main,6,100,6,14,3,1,0.06
-77.54410552978516,39.13874435424805,55,13608,Virginia,main,6,100,6,14,3,1,0.06
-77.52119445800781,39.11582565307617,55,13609,Virginia,main,6,100,6,14,3,1,0.06
-77.48108673095703,39.0929069519043,55,13610,Virginia,main,6,100,6,14,3,1,0.06
-77.42951965332031,39.06426239013672,55,13611,Virginia,main,6,100,6,14,3,1,0.06
-77.34930419921875,39.05853271484375,55,13612,Virginia,main,6,100,6,14,3,1,0.06
-77.2862777709961,39.035614013671875,55,13613,Virginia,main,6,100,6,14,3,1,0.06
-77.26335906982422,39.00123596191406,55,13614,Virginia,main,6,100,6,14,3,1,0.06
-77.25189971923828,38.98405075073242,55,13615,Virginia,main,6,100,6,14,3,1,0.06
-77.22325134277344,38.97258758544922,55,13616,Virginia,main,6,100,6,14,3,1,0.06
-77.18314361572266,38.966861724853516,55,13617,Virginia,main,6,100,6,14,3,1,0.06
-77.1373062133789,38.94394302368164,55,13618,Virginia,main,6,100,6,14,3,1,0.06
-77.097198486328125,38.90956115722656,55,13619,Virginia,main,6,100,6,14,3,1,0.06
-77.07427978515625,38.88664245605469,55,13620,Virginia,main,6,100,6,14,3,1,0.06
-77.06282806396484,38.86372756958008,55,13621,Virginia,main,6,100,6,14,3,1,0.06
-77.051361083984375,38.829349517822266,55,13622,Virginia,main,6,100,6,14,3,1,0.06
-77.051361083984375,38.80643081665039,55,13623,Virginia,main,6,100,6,14,3,1,0.06
-77.06282806396484,38.77778244018555,55,13624,Virginia,main,6,100,6,14,3,1,0.06
-77.05709075927734,38.73767852783203,55,13625,Virginia,main,6,100,6,14,3,1,0.06
-77.05709075927734,38.720489501953125,55,13626,Virginia,main,6,100,6,14,3,1,0.06
-77.08000946044922,38.70329666137695,55,13627,Virginia,main,6,100,6,14,3,1,0.06
-77.09146881103516,38.69757080078125,55,13628,Virginia,main,6,100,6,14,3,1,0.06
-77.1373062133789,38.680381774902344,55,13629,Virginia,main,6,100,6,14,3,1,0.06
-77.14876556396484,38.668922424316406,55,13630,Virginia,main,6,100,6,14,3,1,0.06
-77.15450286865234,38.6402702331543,55,13631,Virginia,main,6,100,6,14,3,1,0.06
-77.17741394042969,38.623085021972656,55,13632,Virginia,main,6,100,6,14,3,1,0.06
-77.2289810180664,38.60589599609375,55,13633,Virginia,main,6,100,6,14,3,1,0.06
-77.24617004394531,38.60016632080078,55,13634,Virginia,main,6,100,6,14,3,1,0.06
-77.26335906982422,38.582977294921875,55,13635,Virginia,main,6,100,6,14,3,1,0.06
-77.2805404663086,38.542869567871094,55,13636,Virginia,main,6,100,6,14,3,1,0.06
-77.29200744628906,38.53141403198242,55,13637,Virginia,main,6,100,6,14,3,1,0.06
-77.31492614746094,38.50276184082031,55,13638,Virginia,main,6,100,6,14,3,1,0.06
-77.32637786865234,38.474117279052734,55,13639,Virginia,main,6,100,6,14,3,1,0.06
-77.32637786865234,38.428279876708984,55,13640,Virginia,main,6,100,6,14,3,1,0.06
-77.32637786865234,38.40536117553711,55,13641,Virginia,main,6,100,6,14,3,1,0.06
-77.31492614746094,38.37098693847656,55,13642,Virginia,main,6,100,6,14,3,1,0.06
-77.2862777709961,38.34233474731445,55,13643,Virginia,main,6,100,6,14,3,1,0.06
-77.26908874511719,38.32514953613281,55,13644,Virginia,main,6,100,6,14,3,1,0.06
-77.25189971923828,38.32514953613281,55,13645,Virginia,main,6,100,6,14,3,1,0.06
-77.22325134277344,38.33087921142578,55,13646,Virginia,main,6,100,6,14,3,1,0.06
-77.14876556396484,38.35952377319336,55,13647,Virginia,main,6,100,6,14,3,1,0.06
-77.11439514160156,38.35952377319336,55,13648,Virginia,main,6,100,6,14,3,1,0.06
-77.07427978515625,38.382442474365234,55,13649,Virginia,main,6,100,6,14,3,1,0.06
-77.05709075927734,38.3881721496582,55,13650,Virginia,main,6,100,6,14,3,1,0.06
-77.03417205810547,38.37098693847656,55,13651,Virginia,main,6,100,6,14,3,1,0.06
-77.02845001220703,38.34233474731445,55,13652,Virginia,main,6,100,6,14,3,1,0.06
-77.051361083984375,38.31368637084961,55,13653,Virginia,main,6,100,6,14,3,1,0.06
-77.03990173339844,38.307960510253906,55,13654,Virginia,main,6,100,6,14,3,1,0.06
-77.03417205810547,38.2964973449707,55,13655,Virginia,main,6,100,6,14,3,1,0.06
-77.0169906616211,38.27357864379883,55,13656,Virginia,main,6,100,6,14,3,1,0.06
-76.98261260986328,38.25639343261719,55,13657,Virginia,main,6,100,6,14,3,1,0.06
-76.959686279296875,38.23920440673828,55,13658,Virginia,main,6,100,6,14,3,1,0.06
-76.96541595458984,38.21055603027344,55,13659,Virginia,main,6,100,6,14,3,1,0.06
-76.9539566040039,38.1990966796875,55,13660,Virginia,main,6,100,6,14,3,1,0.06
-76.93677520751953,38.19336700439453,55,13661,Virginia,main,6,100,6,14,3,1,0.06
-76.89666748046875,38.176177978515625,55,13662,Virginia,main,6,100,6,14,3,1,0.06
-76.85655975341797,38.15898895263672,55,13663,Virginia,main,6,100,6,14,3,1,0.06
-76.81645202636719,38.15325927734375,55,13664,Virginia,main,6,100,6,14,3,1,0.06
-76.78780364990234,38.14179992675781,55,13665,Virginia,main,6,100,6,14,3,1,0.06
-76.75342559814453,38.130340576171875,55,13666,Virginia,main,6,100,6,14,3,1,0.06
-76.741973876953125,38.11888122558594,55,13667,Virginia,main,6,100,6,14,3,1,0.06
-76.71904754638672,38.11888122558594,55,13668,Virginia,main,6,100,6,14,3,1,0.06
-76.71331787109375,38.14179992675781,55,13669,Virginia,main,6,100,6,14,3,1,0.06
-76.690399169921875,38.14179992675781,55,13670,Virginia,main,6,100,6,14,3,1,0.06
-76.690399169921875,38.130340576171875,55,13671,Virginia,main,6,100,6,14,3,1,0.06
-76.67893981933594,38.11888122558594,55,13672,Virginia,main,6,100,6,14,3,1,0.06
-76.66175842285156,38.107421875,55,13673,Virginia,main,6,100,6,14,3,1,0.06
-76.650299072265625,38.1016960144043,55,13674,Virginia,main,6,100,6,14,3,1,0.06
-76.63883209228516,38.12461471557617,55,13675,Virginia,main,6,100,6,14,3,1,0.06
-76.62737274169922,38.12461471557617,55,13676,Virginia,main,6,100,6,14,3,1,0.06
-76.61592102050781,38.11315155029297,55,13677,Virginia,main,6,100,6,14,3,1,0.06
-76.598724365234375,38.084503173828125,55,13678,Virginia,main,6,100,6,14,3,1,0.06
-76.5643539428711,38.06731414794922,55,13679,Virginia,main,6,100,6,14,3,1,0.06
-76.552886962890625,38.044395446777344,55,13680,Virginia,main,6,100,6,14,3,1,0.06
-76.552886962890625,38.021480560302734,55,13681,Virginia,main,6,100,6,14,3,1,0.06
-76.54142761230469,38.015750885009766,55,13682,Virginia,main,6,100,6,14,3,1,0.06
-76.507049560546875,38.0100212097168,55,13683,Virginia,main,6,100,6,14,3,1,0.06
-76.5013198852539,37.98136901855469,55,13684,Virginia,main,6,100,6,14,3,1,0.06
-76.4898681640625,37.969913482666016,55,13685,Virginia,main,6,100,6,14,3,1,0.06
-76.44403076171875,37.99283218383789,55,13686,Virginia,main,6,100,6,14,3,1,0.06
-76.38673400878906,37.95845413208008,55,13687,Virginia,main,6,100,6,14,3,1,0.06
-76.35808563232422,37.94126510620117,55,13688,Virginia,main,6,100,6,14,3,1,0.06
-76.31224822998047,37.924076080322266,55,13689,Virginia,main,6,100,6,14,3,1,0.06
-76.26068115234375,37.91261672973633,55,13690,Virginia,main,6,100,6,14,3,1,0.06
-76.243499755859375,37.90115737915039,55,13691,Virginia,main,6,100,6,14,3,1,0.06
-76.237762451171875,37.878238677978516,55,13692,Virginia,main,6,100,6,14,3,1,0.06
-76.237762451171875,37.84959411621094,55,13693,Virginia,main,6,100,6,14,3,1,0.06
-76.24922943115234,37.83240509033203,55,13694,Virginia,main,6,100,6,14,3,1,0.06
-76.26068115234375,37.82667541503906,55,13695,Virginia,main,6,100,6,14,3,1,0.06
-76.27214050292969,37.83240509033203,55,13696,Virginia,main,6,100,6,14,3,1,0.06
-76.3065185546875,37.83240509033203,55,13697,Virginia,main,6,100,6,14,3,1,0.06
-76.329437255859375,37.84959411621094,55,13698,Virginia,main,6,100,6,14,3,1,0.06
-76.34089660644531,37.84959411621094,55,13699,Virginia,main,6,100,6,14,3,1,0.06
-76.34662628173828,37.838130950927734,55,13700,Virginia,main,6,100,6,14,3,1,0.06
-76.329437255859375,37.815216064453125,55,13701,Virginia,main,6,100,6,14,3,1,0.06
-76.33516693115234,37.79229736328125,55,13702,Virginia,main,6,100,6,14,3,1,0.06
-76.329437255859375,37.78656768798828,55,13703,Virginia,main,6,100,6,14,3,1,0.06
-76.31797790527344,37.775108337402344,55,13704,Virginia,main,6,100,6,14,3,1,0.06
-76.31224822998047,37.75791931152344,55,13705,Virginia,main,6,100,6,14,3,1,0.06
-76.31797790527344,37.75218963623047,55,13706,Virginia,main,6,100,6,14,3,1,0.06
-76.329437255859375,37.73500061035156,55,13707,Virginia,main,6,100,6,14,3,1,0.06
-76.329437255859375,37.71208190917969,55,13708,Virginia,main,6,100,6,14,3,1,0.06
-76.35235595703125,37.69489288330078,55,13709,Virginia,main,6,100,6,14,3,1,0.06
-76.35235595703125,37.68916320800781,55,13710,Virginia,main,6,100,6,14,3,1,0.06
-76.34662628173828,37.67197799682617,55,13711,Virginia,main,6,100,6,14,3,1,0.06
-76.33516693115234,37.6490592956543,55,13712,Virginia,main,6,100,6,14,3,1,0.06
-76.33516693115234,37.631866455078125,55,13713,Virginia,main,6,100,6,14,3,1,0.06
-76.34662628173828,37.62040710449219,55,13714,Virginia,main,6,100,6,14,3,1,0.06
-76.36381530761719,37.62040710449219,55,13715,Virginia,main,6,100,6,14,3,1,0.06
-76.398193359375,37.631866455078125,55,13716,Virginia,main,6,100,6,14,3,1,0.06
-76.43830108642578,37.64332580566406,55,13717,Virginia,main,6,100,6,14,3,1,0.06
-76.461212158203125,37.67197799682617,55,13718,Virginia,main,6,100,6,14,3,1,0.06
-76.47840881347656,37.67197799682617,55,13719,Virginia,main,6,100,6,14,3,1,0.06
-76.4898681640625,37.66051483154297,55,13720,Virginia,main,6,100,6,14,3,1,0.06
-76.507049560546875,37.65478515625,55,13721,Virginia,main,6,100,6,14,3,1,0.06
-76.51851654052734,37.66051483154297,55,13722,Virginia,main,6,100,6,14,3,1,0.06
-76.52997589111328,37.69489288330078,55,13723,Virginia,main,6,100,6,14,3,1,0.06
-76.54715728759766,37.729270935058594,55,13724,Virginia,main,6,100,6,14,3,1,0.06
-76.5643539428711,37.73500061035156,55,13725,Virginia,main,6,100,6,14,3,1,0.06
-76.598724365234375,37.75791931152344,55,13726,Virginia,main,6,100,6,14,3,1,0.06
-76.61592102050781,37.775108337402344,55,13727,Virginia,main,6,100,6,14,3,1,0.06
-76.63883209228516,37.79229736328125,55,13728,Virginia,main,6,100,6,14,3,1,0.06
-76.6846694946289,37.809486389160156,55,13729,Virginia,main,6,100,6,14,3,1,0.06
-76.70758819580078,37.82667541503906,55,13730,Virginia,main,6,100,6,14,3,1,0.06
-76.72477722167969,37.84959411621094,55,13731,Virginia,main,6,100,6,14,3,1,0.06
-76.741973876953125,37.883968353271484,55,13732,Virginia,main,6,100,6,14,3,1,0.06
-76.78780364990234,37.90115737915039,55,13733,Virginia,main,6,100,6,14,3,1,0.06
-76.81645202636719,37.924076080322266,55,13734,Virginia,main,6,100,6,14,3,1,0.06
-76.8336410522461,37.94126510620117,55,13735,Virginia,main,6,100,6,14,3,1,0.06
-76.85655975341797,37.96418380737305,55,13736,Virginia,main,6,100,6,14,3,1,0.06
-76.90812683105469,38.02720642089844,55,13737,Virginia,main,6,100,6,14,3,1,0.06
-76.93677520751953,38.02720642089844,55,13738,Virginia,main,6,100,6,14,3,1,0.06
-76.9425048828125,38.02720642089844,55,13739,Virginia,main,6,100,6,14,3,1,0.06
-76.9425048828125,38.015750885009766,55,13740,Virginia,main,6,100,6,14,3,1,0.06
-76.93104553222656,37.99283218383789,55,13741,Virginia,main,6,100,6,14,3,1,0.06
-76.87947845458984,37.9355354309082,55,13742,Virginia,main,6,100,6,14,3,1,0.06
-76.85655975341797,37.90688705444336,55,13743,Virginia,main,6,100,6,14,3,1,0.06
-76.8279037475586,37.89543151855469,55,13744,Virginia,main,6,100,6,14,3,1,0.06
-76.81072235107422,37.883968353271484,55,13745,Virginia,main,6,100,6,14,3,1,0.06
-76.78780364990234,37.84959411621094,55,13746,Virginia,main,6,100,6,14,3,1,0.06
-76.77061462402344,37.82094192504883,55,13747,Virginia,main,6,100,6,14,3,1,0.06
-76.74769592285156,37.809486389160156,55,13748,Virginia,main,6,100,6,14,3,1,0.06
-76.72477722167969,37.80375671386719,55,13749,Virginia,main,6,100,6,14,3,1,0.06
-76.71331787109375,37.78656768798828,55,13750,Virginia,main,6,100,6,14,3,1,0.06
-76.696136474609375,37.75791931152344,55,13751,Virginia,main,6,100,6,14,3,1,0.06
-76.66175842285156,37.73500061035156,55,13752,Virginia,main,6,100,6,14,3,1,0.06
-76.61592102050781,37.717811584472656,55,13753,Virginia,main,6,100,6,14,3,1,0.06
-76.598724365234375,37.70062255859375,55,13754,Virginia,main,6,100,6,14,3,1,0.06
-76.58726501464844,37.67197799682617,55,13755,Virginia,main,6,100,6,14,3,1,0.06
-76.58726501464844,37.64332580566406,55,13756,Virginia,main,6,100,6,14,3,1,0.06
-76.57581329345703,37.62040710449219,55,13757,Virginia,main,6,100,6,14,3,1,0.06
-76.558624267578125,37.608951568603516,55,13758,Virginia,main,6,100,6,14,3,1,0.06
-76.53570556640625,37.59748840332031,55,13759,Virginia,main,6,100,6,14,3,1,0.06
-76.4898681640625,37.60322189331055,55,13760,Virginia,main,6,100,6,14,3,1,0.06
-76.461212158203125,37.60322189331055,55,13761,Virginia,main,6,100,6,14,3,1,0.06
-76.43830108642578,37.59748840332031,55,13762,Virginia,main,6,100,6,14,3,1,0.06
-76.40392303466797,37.57456970214844,55,13763,Virginia,main,6,100,6,14,3,1,0.06
-76.38673400878906,37.563114166259766,55,13764,Virginia,main,6,100,6,14,3,1,0.06
-76.34089660644531,37.563114166259766,55,13765,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.563114166259766,55,13766,Virginia,main,6,100,6,14,3,1,0.06
-76.3065185546875,37.5573844909668,55,13767,Virginia,main,6,100,6,14,3,1,0.06
-76.31224822998047,37.54019546508789,55,13768,Virginia,main,6,100,6,14,3,1,0.06
-76.31797790527344,37.52873229980469,55,13769,Virginia,main,6,100,6,14,3,1,0.06
-76.33516693115234,37.52873229980469,55,13770,Virginia,main,6,100,6,14,3,1,0.06
-76.375274658203125,37.52873229980469,55,13771,Virginia,main,6,100,6,14,3,1,0.06
-76.42684173583984,37.53446578979492,55,13772,Virginia,main,6,100,6,14,3,1,0.06
-76.44976043701172,37.53446578979492,55,13773,Virginia,main,6,100,6,14,3,1,0.06
-76.466949462890625,37.523006439208984,55,13774,Virginia,main,6,100,6,14,3,1,0.06
-76.461212158203125,37.50581741333008,55,13775,Virginia,main,6,100,6,14,3,1,0.06
-76.44403076171875,37.50008773803711,55,13776,Virginia,main,6,100,6,14,3,1,0.06
-76.415374755859375,37.50581741333008,55,13777,Virginia,main,6,100,6,14,3,1,0.06
-76.38673400878906,37.50008773803711,55,13778,Virginia,main,6,100,6,14,3,1,0.06
-76.35235595703125,37.48862838745117,55,13779,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.471439361572266,55,13780,Virginia,main,6,100,6,14,3,1,0.06
-76.31224822998047,37.45998001098633,55,13781,Virginia,main,6,100,6,14,3,1,0.06
-76.3065185546875,37.44279479980469,55,13782,Virginia,main,6,100,6,14,3,1,0.06
-76.27214050292969,37.44279479980469,55,13783,Virginia,main,6,100,6,14,3,1,0.06
-76.26068115234375,37.43706130981445,55,13784,Virginia,main,6,100,6,14,3,1,0.06
-76.25495147705078,37.40841293334961,55,13785,Virginia,main,6,100,6,14,3,1,0.06
-76.24922943115234,37.3912239074707,55,13786,Virginia,main,6,100,6,14,3,1,0.06
-76.25495147705078,37.37976837158203,55,13787,Virginia,main,6,100,6,14,3,1,0.06
-76.27214050292969,37.36830520629883,55,13788,Virginia,main,6,100,6,14,3,1,0.06
-76.27787017822266,37.35111999511719,55,13789,Virginia,main,6,100,6,14,3,1,0.06
-76.27787017822266,37.33393096923828,55,13790,Virginia,main,6,100,6,14,3,1,0.06
-76.27214050292969,37.316741943359375,55,13791,Virginia,main,6,100,6,14,3,1,0.06
-76.289337158203125,37.316741943359375,55,13792,Virginia,main,6,100,6,14,3,1,0.06
-76.30078887939453,37.33393096923828,55,13793,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.35111999511719,55,13794,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.37403869628906,55,13795,Virginia,main,6,100,6,14,3,1,0.06
-76.33516693115234,37.385494232177734,55,13796,Virginia,main,6,100,6,14,3,1,0.06
-76.34662628173828,37.385494232177734,55,13797,Virginia,main,6,100,6,14,3,1,0.06
-76.36381530761719,37.37403869628906,55,13798,Virginia,main,6,100,6,14,3,1,0.06
-76.38673400878906,37.3912239074707,55,13799,Virginia,main,6,100,6,14,3,1,0.06
-76.398193359375,37.41414260864258,55,13800,Virginia,main,6,100,6,14,3,1,0.06
-76.42684173583984,37.41414260864258,55,13801,Virginia,main,6,100,6,14,3,1,0.06
-76.43830108642578,37.40841293334961,55,13802,Virginia,main,6,100,6,14,3,1,0.06
-76.43257141113281,37.385494232177734,55,13803,Virginia,main,6,100,6,14,3,1,0.06
-76.461212158203125,37.37976837158203,55,13804,Virginia,main,6,100,6,14,3,1,0.06
-76.466949462890625,37.37403869628906,55,13805,Virginia,main,6,100,6,14,3,1,0.06
-76.466949462890625,37.362579345703125,55,13806,Virginia,main,6,100,6,14,3,1,0.06
-76.45549011230469,37.356849670410156,55,13807,Virginia,main,6,100,6,14,3,1,0.06
-76.43830108642578,37.35111999511719,55,13808,Virginia,main,6,100,6,14,3,1,0.06
-76.43257141113281,37.33393096923828,55,13809,Virginia,main,6,100,6,14,3,1,0.06
-76.43830108642578,37.32820129394531,55,13810,Virginia,main,6,100,6,14,3,1,0.06
-76.466949462890625,37.316741943359375,55,13811,Virginia,main,6,100,6,14,3,1,0.06
-76.4726791381836,37.311012268066406,55,13812,Virginia,main,6,100,6,14,3,1,0.06
-76.466949462890625,37.2938232421875,55,13813,Virginia,main,6,100,6,14,3,1,0.06
-76.44976043701172,37.28809356689453,55,13814,Virginia,main,6,100,6,14,3,1,0.06
-76.398193359375,37.29955291748047,55,13815,Virginia,main,6,100,6,14,3,1,0.06
-76.39246368408203,37.2938232421875,55,13816,Virginia,main,6,100,6,14,3,1,0.06
-76.3810043334961,37.2938232421875,55,13817,Virginia,main,6,100,6,14,3,1,0.06
-76.375274658203125,37.276634216308594,55,13818,Virginia,main,6,100,6,14,3,1,0.06
-76.3810043334961,37.25944519042969,55,13819,Virginia,main,6,100,6,14,3,1,0.06
-76.398193359375,37.24798583984375,55,13820,Virginia,main,6,100,6,14,3,1,0.06
-76.43257141113281,37.25371551513672,55,13821,Virginia,main,6,100,6,14,3,1,0.06
-76.461212158203125,37.25371551513672,55,13822,Virginia,main,6,100,6,14,3,1,0.06
-76.48413848876953,37.25371551513672,55,13823,Virginia,main,6,100,6,14,3,1,0.06
-76.51851654052734,37.270904541015625,55,13824,Virginia,main,6,100,6,14,3,1,0.06
-76.54715728759766,37.28809356689453,55,13825,Virginia,main,6,100,6,14,3,1,0.06
-76.57008361816406,37.316741943359375,55,13826,Virginia,main,6,100,6,14,3,1,0.06
-76.650299072265625,37.385494232177734,55,13827,Virginia,main,6,100,6,14,3,1,0.06
-76.690399169921875,37.41987609863281,55,13828,Virginia,main,6,100,6,14,3,1,0.06
-76.70758819580078,37.44279479980469,55,13829,Virginia,main,6,100,6,14,3,1,0.06
-76.72477722167969,37.46571350097656,55,13830,Virginia,main,6,100,6,14,3,1,0.06
-76.7763442993164,37.517276763916016,55,13831,Virginia,main,6,100,6,14,3,1,0.06
-76.79353332519531,37.523006439208984,55,13832,Virginia,main,6,100,6,14,3,1,0.06
-76.81072235107422,37.523006439208984,55,13833,Virginia,main,6,100,6,14,3,1,0.06
-76.81645202636719,37.50581741333008,55,13834,Virginia,main,6,100,6,14,3,1,0.06
-76.81645202636719,37.49435806274414,55,13835,Virginia,main,6,100,6,14,3,1,0.06
-76.79926300048828,37.477169036865234,55,13836,Virginia,main,6,100,6,14,3,1,0.06
-76.782073974609375,37.46571350097656,55,13837,Virginia,main,6,100,6,14,3,1,0.06
-76.77061462402344,37.43706130981445,55,13838,Virginia,main,6,100,6,14,3,1,0.06
-76.74769592285156,37.41987609863281,55,13839,Virginia,main,6,100,6,14,3,1,0.06
-76.72477722167969,37.402687072753906,55,13840,Virginia,main,6,100,6,14,3,1,0.06
-76.690399169921875,37.356849670410156,55,13841,Virginia,main,6,100,6,14,3,1,0.06
-76.66748046875,37.33393096923828,55,13842,Virginia,main,6,100,6,14,3,1,0.06
-76.604461669921875,37.276634216308594,55,13843,Virginia,main,6,100,6,14,3,1,0.06
-76.57581329345703,37.25944519042969,55,13844,Virginia,main,6,100,6,14,3,1,0.06
-76.53570556640625,37.230796813964844,55,13845,Virginia,main,6,100,6,14,3,1,0.06
-76.49559783935547,37.21360778808594,55,13846,Virginia,main,6,100,6,14,3,1,0.06
-76.461212158203125,37.20787811279297,55,13847,Virginia,main,6,100,6,14,3,1,0.06
-76.43830108642578,37.20787811279297,55,13848,Virginia,main,6,100,6,14,3,1,0.06
-76.42684173583984,37.2021484375,55,13849,Virginia,main,6,100,6,14,3,1,0.06
-76.421112060546875,37.1964225769043,55,13850,Virginia,main,6,100,6,14,3,1,0.06
-76.415374755859375,37.17350387573242,55,13851,Virginia,main,6,100,6,14,3,1,0.06
-76.398193359375,37.156314849853516,55,13852,Virginia,main,6,100,6,14,3,1,0.06
-76.39246368408203,37.15058517456055,55,13853,Virginia,main,6,100,6,14,3,1,0.06
-76.3810043334961,37.156314849853516,55,13854,Virginia,main,6,100,6,14,3,1,0.06
-76.36381530761719,37.156314849853516,55,13855,Virginia,main,6,100,6,14,3,1,0.06
-76.34662628173828,37.156314849853516,55,13856,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.15058517456055,55,13857,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.13339614868164,55,13858,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.12193298339844,55,13859,Virginia,main,6,100,6,14,3,1,0.06
-76.34662628173828,37.09901428222656,55,13860,Virginia,main,6,100,6,14,3,1,0.06
-76.34089660644531,37.09901428222656,55,13861,Virginia,main,6,100,6,14,3,1,0.06
-76.34089660644531,37.08755874633789,55,13862,Virginia,main,6,100,6,14,3,1,0.06
-76.3237075805664,37.08755874633789,55,13863,Virginia,main,6,100,6,14,3,1,0.06
-76.3065185546875,37.09328842163086,55,13864,Virginia,main,6,100,6,14,3,1,0.06
-76.289337158203125,37.09328842163086,55,13865,Virginia,main,6,100,6,14,3,1,0.06
-76.283599853515625,37.08755874633789,55,13866,Virginia,main,6,100,6,14,3,1,0.06
-76.27214050292969,37.07609558105469,55,13867,Virginia,main,6,100,6,14,3,1,0.06
-76.26641082763672,37.05891036987305,55,13868,Virginia,main,6,100,6,14,3,1,0.06
-76.27214050292969,37.04172134399414,55,13869,Virginia,main,6,100,6,14,3,1,0.06
-76.283599853515625,37.024532318115234,55,13870,Virginia,main,6,100,6,14,3,1,0.06
-76.283599853515625,37.01307678222656,55,13871,Virginia,main,6,100,6,14,3,1,0.06
-76.30078887939453,37.01307678222656,55,13872,Virginia,main,6,100,6,14,3,1,0.06
-76.34089660644531,37.01307678222656,55,13873,Virginia,main,6,100,6,14,3,1,0.06
-76.35808563232422,37.00161361694336,55,13874,Virginia,main,6,100,6,14,3,1,0.06
-76.398193359375,36.98442459106445,55,13875,Virginia,main,6,100,6,14,3,1,0.06
-76.415374755859375,36.978694915771484,55,13876,Virginia,main,6,100,6,14,3,1,0.06
-76.42684173583984,36.972965240478516,55,13877,Virginia,main,6,100,6,14,3,1,0.06
-76.466949462890625,37.024532318115234,55,13878,Virginia,main,6,100,6,14,3,1,0.06
-76.48413848876953,37.04172134399414,55,13879,Virginia,main,6,100,6,14,3,1,0.06
-76.5013198852539,37.04172134399414,55,13880,Virginia,main,6,100,6,14,3,1,0.06
-76.51851654052734,37.05318069458008,55,13881,Virginia,main,6,100,6,14,3,1,0.06
-76.54715728759766,37.09328842163086,55,13882,Virginia,main,6,100,6,14,3,1,0.06
-76.58153533935547,37.08755874633789,55,13883,Virginia,main,6,100,6,14,3,1,0.06
-76.62164306640625,37.116207122802734,55,13884,Virginia,main,6,100,6,14,3,1,0.06
-76.604461669921875,37.14485168457031,55,13885,Virginia,main,6,100,6,14,3,1,0.06
-76.604461669921875,37.156314849853516,55,13886,Virginia,main,6,100,6,14,3,1,0.06
-76.61019134521484,37.17350387573242,55,13887,Virginia,main,6,100,6,14,3,1,0.06
-76.61592102050781,37.19068908691406,55,13888,Virginia,main,6,100,6,14,3,1,0.06
-76.63310241699219,37.20787811279297,55,13889,Virginia,main,6,100,6,14,3,1,0.06
-76.66748046875,37.21360778808594,55,13890,Virginia,main,6,100,6,14,3,1,0.06
-76.696136474609375,37.21934127807617,55,13891,Virginia,main,6,100,6,14,3,1,0.06
-76.71331787109375,37.21360778808594,55,13892,Virginia,main,6,100,6,14,3,1,0.06
-76.741973876953125,37.20787811279297,55,13893,Virginia,main,6,100,6,14,3,1,0.06
-76.782073974609375,37.21934127807617,55,13894,Virginia,main,6,100,6,14,3,1,0.06
-76.79926300048828,37.230796813964844,55,13895,Virginia,main,6,100,6,14,3,1,0.06
-76.82218170166016,37.23652648925781,55,13896,Virginia,main,6,100,6,14,3,1,0.06
-76.83937072753906,37.23652648925781,55,13897,Virginia,main,6,100,6,14,3,1,0.06
-76.85655975341797,37.23652648925781,55,13898,Virginia,main,6,100,6,14,3,1,0.06
-76.86228942871094,37.24798583984375,55,13899,Virginia,main,6,100,6,14,3,1,0.06
