"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits","Primary Source","Zip Code","City Name"
"LA1111002","CORNEY WATER SYSTEM","Region 6","Louisiana","Community water system","237","-","Union Parish","10","6","19","Ground water","71256","LILLIE"
"LA1119023","PLEASANT VALLEY WATER SYSTEM","Region 6","Louisiana","Community water system","918","-","Webster Parish","11","49","14","Ground water","71055","MINDEN"
"LA1043008","SOUTH GRANT WATER CORPORATION","Region 6","Louisiana","Community water system","5,289","-","Grant Parish","34","4","18","Ground water","71407","BENTLEY"
"LA1117003","RURAL FRANKLINTON WATER","Region 6","Louisiana","Community water system","3,450","-","Washington Parish","12","20","10","Ground water","70438","FRANKLINTON"
"LA2103390","RUSSELLS QUICK STOP","Region 6","Louisiana","Transient non-community system","750","-","St. Tammany Parish","4","1","5","Ground water","70445","LA COMBE"
"LA1103023","MANDEVILLE WATER SUPPLY","Region 6","Louisiana","Community water system","13,000","-","St. Tammany Parish","22","5","19","Ground water","70448","MANDEVILLE"
"LA2095040","BEACON LOUNGE","Region 6","Louisiana","Transient non-community system","25","-","St. John the Baptist Parish","4","2","21","Ground water","70421","AKERS"
"LA2095009","GATORS DEN CAJUN CAFE","Region 6","Louisiana","Transient non-community system","30","-","St. John the Baptist Parish","4","7","21","Ground water","70421","AKERS"
"LA1069004","GOLDONNA WATER SYSTEM","Region 6","Louisiana","Community water system","435","-","Natchitoches Parish","12","8","10","Ground water","71031-0216","GOLDONNA"
"LA2103485","KEITH YOUNGS RESTAURANT","Region 6","Louisiana","Transient non-community system","50","-","St. Tammany Parish","4","0","5","Ground water","70447-9675","MADISONVILLE"
"LA2103451","GOODBEE QUICKSTOP","Region 6","Louisiana","Transient non-community system","100","-","St. Tammany Parish","3","9","5","Ground water","70460","SLIDELL"
"LA2045057","MA  PATOUT & SON SUGAR MILL WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","155","-","Iberia Parish","11","8","30","Ground water","70544","JEANERETTE"
"LA1119020","MIDWAY WATER SYSTEM","Region 6","Louisiana","Community water system","450","-","Webster Parish","6","22","10","Ground water","71071","SAREPTA"
"LA2117195","COCONUTZ DAIQUIRIES","Region 6","Louisiana","Transient non-community system","30","-","Washington Parish","4","1","3","Ground water","39470","POPLARVILLE"
"LA2091034","BEBOS CASINO","Region 6","Louisiana","Transient non-community system","50","-","St. Helena Parish","4","0","3","Ground water","70422","KENTWOOD"
"LA1111017","WEST STERLINGTON WATER SYSTEM","Region 6","Louisiana","Community water system","978","-","Union Parish","9","19","21","Ground water","71280","STERLINGTON"
"LA1039017","WARD 5 WATERWORKS DISTRICT 1 - LONE PINE","Region 6","Louisiana","Community water system","660","-","Evangeline Parish","6","15","16","Ground water","71367","ST. LANDRY"
"LA1031028","HIGHWAY 513 WATER SUPPLY","Region 6","Louisiana","Community water system","120","-","De Soto Parish","3","18","7","Surface water purchased","71052","MANSFIELD"
"LA1039010","CITY OF VILLE PLATTE WATER SYSTEM","Region 6","Louisiana","Community water system","7,628","-","Evangeline Parish","24","17","27","Ground water","70586","VILLE PLATTE"
"LA1013006","CASTOR WATER SYSTEM","Region 6","Louisiana","Community water system","435","-","Bienville Parish","7","39","14","Ground water","71016","CASTOR"
"LA1013011","MT LEBANON WATER SYSTEM","Region 6","Louisiana","Community water system","225","-","Bienville Parish","8","26","11","Ground water","71028","GIBSLAND"
"LA1103123","MARINA DEL RAY WATER SYSTEM","Region 6","Louisiana","Community water system","500","-","St. Tammany Parish","5","25","11","Ground water","70448","MADISONVILLE"
"LA1029002","TOWN OF CLAYTON WATER SYSTEM","Region 6","Louisiana","Community water system","723","-","Concordia Parish","9","69","32","Ground water","71326","CLAYTON"
"LA1053014","JEFF DAVIS WATER AND SEWER COMMISSION 1","Region 6","Louisiana","Community water system","9,150","-","Jefferson Davis Parish","6","8","13","Ground water","70549","LAKE ARTHUR"
"LA1001023","NORTH OF CROWLEY WATER CORPORATION","Region 6","Louisiana","Community water system","3,780","-","Acadia Parish","8","14","20","Ground water","70578","RAYNE"
"LA1077009","FORDOCHE, TOWN OF","Region 6","Louisiana","Community water system","1,380","-","Pointe Coupee Parish","9","3","20","Ground water","70732","FORDOCHE"
"LA1043014","WEST GRANT WATER ASSOCIATION","Region 6","Louisiana","Community water system","3,378","-","Grant Parish","27","23","16","Ground water","71404","ATLANTA"
"LA2103490","PIGGLY WIGGLY EXPRESS","Region 6","Louisiana","Transient non-community system","50","-","St. Tammany Parish","4","1","5","Ground water","70431","BUSH"
"LA2103494","TABIS HOUSE","Region 6","Louisiana","Non-Transient non-community system","40","-","St. Tammany Parish","5","12","7","Ground water","70447","MADISONVILLE"
"LA1001026","EGAN WATER CORPORATION NO 2","Region 6","Louisiana","Community water system","2,727","-","Acadia Parish","7","5","22","Ground water","70531","EGAN"
"LA1001025","EGAN WATER CORPORATION","Region 6","Louisiana","Community water system","4,980","-","Acadia Parish","9","11","23","Ground water","70531","EGAN"
"LA1083007","START WATER SYSTEM","Region 6","Louisiana","Community water system","2,514","-","Richland Parish","10","6","18","Ground water","71279","START"
"LA2103515","SOUTHERN COMFORT LOUNGE","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","4","0","1","Ground water","70445","LACOMB"
"LA1017017","IDA WATER SYSTEM","Region 6","Louisiana","Community water system","450","-","Caddo Parish","9","35","14","Ground water","71044","IDA"
"LA1081001","COUSHATTA WATER SYSTEM","Region 6","Louisiana","Community water system","3,528","-","Red River Parish","17","7","14","Ground water","71019","COUSHATTA"
"LA2121008","TOKAI CARBON CB","Region 6","Louisiana","Non-Transient non-community system","85","-","West Baton Rouge Parish","5","37","20","Ground water","70898","ADDIS"
"LA1103071","MANGANOS MOBILE HOME PARK","Region 6","Louisiana","Community water system","234","-","St. Tammany Parish","6","3","10","Ground water","70452","PEARL RIVER"
"LA1081006","MARTIN WATER SYSTEM","Region 6","Louisiana","Community water system","1,260","-","Red River Parish","12","30","10","Ground water","71019","COUSHATTA"
"LA1103152","OAK VILLA TRAILER PARK","Region 6","Louisiana","Community water system","200","-","St. Tammany Parish","5","25","8","Ground water","70420","ABITA SPRINGS"
"LA1037007","VILLAGE OF NORWOOD WATER SYSTEM","Region 6","Louisiana","Community water system","342","-","East Feliciana Parish","6","10","14","Ground water","70761","NORWOOD"
"LA1123003","VILLAGE OF FOREST WATER SYSTEM","Region 6","Louisiana","Community water system","1,560","-","West Carroll Parish","13","4","28","Ground water","71242","FOREST"
"LA1039006","POINT BLUE WATER SYSTEM INC","Region 6","Louisiana","Community water system","2,226","-","Evangeline Parish","11","8","22","Ground water","70586","VILLE PLATTE"
"LA2095045","FRENIER LANDING RESTAURANT","Region 6","Louisiana","Transient non-community system","50","-","St. John the Baptist Parish","4","6","21","Ground water","70069","LAPLACE"
"LA1119011","GERMANTOWN WATER SYSTEM","Region 6","Louisiana","Community water system","1,410","-","Webster Parish","19","19","13","Ground water","71058","MINDEN"
"LA2017032","EL PATIO RESTAURANT WATER SYSTEM","Region 6","Louisiana","Transient non-community system","54","-","Caddo Parish","4","0","1","Ground water","71019","COUSHATTA"
"LA1017004","BEL-DI-GIL WATER SYSTEM","Region 6","Louisiana","Community water system","1,132","-","Caddo Parish","14","46","15","Ground water","71004","BELCHER"
"LA1103078","PINE CREST TRAILER PARK","Region 6","Louisiana","Community water system","600","-","St. Tammany Parish","6","8","10","Ground water","70461","SLIDELL"
"LA1059014","MANIFEST RHINEHART WATER SYSTEM","Region 6","Louisiana","Community water system","1,380","-","La Salle Parish","26","5","15","Ground water","71340","HARRISONBURG"
"LA1019059","C K B TRAILER PARK WATER SYSTEM","Region 6","Louisiana","Community water system","150","-","Calcasieu Parish","5","26","16","Ground water","70605","LAKE CHARLES"
"LA2103056","LA PROVENCE RESTAURANT","Region 6","Louisiana","Transient non-community system","500","-","St. Tammany Parish","4","10","4","Ground water","70445","LACOMBE"
"LA1077047","POINTE COUPEE WWKS DISTRICT 2 - HWY 10","Region 6","Louisiana","Community water system","2,401","-","Pointe Coupee Parish","12","7","17","Ground water","70760","NEW ROADS"
"LA1077045","POINTE COUPEE WWKS DISTRICT 2- BATCHELOR","Region 6","Louisiana","Community water system","960","-","Pointe Coupee Parish","8","6","13","Ground water","70760","NEW ROADS"
"LA1077037","TORBERT- FRISCO WATER WORKS","Region 6","Louisiana","Community water system","1,875","-","Pointe Coupee Parish","13","10","16","Ground water","70760","NEW ROADS"
"LA1049004","CHATHAM WATER SYSTEM","Region 6","Louisiana","Community water system","1,137","-","Jackson Parish","14","67","18","Ground water","71226","CHATHAM"
"LA1079013","LATANIER WATER ASSOCIATION","Region 6","Louisiana","Community water system","300","-","Rapides Parish","2","8","5","Ground water purchased","71307","ALEXANDRIA"
"LA2045074","CHASES RV PARK WATER SYSTEM","Region 6","Louisiana","Transient non-community system","50","-","Iberia Parish","7","3","14","Ground water","70560","NEW IBERIA"
"LA1055014","G & J MOBILE HOME ESTATES WATER SYSTEM","Region 6","Louisiana","Community water system","150","-","Lafayette Parish","9","8","24","Ground water","70508","LAFAYETTE"
"LA2033135","MADE TO GO TRUCKSTOP","Region 6","Louisiana","Transient non-community system","500","-","East Baton Rouge Parish","4","9","12","Ground water","70775","ST. FRANCISVILLE"
"LA1009006","TOWN OF EVERGREEN WATER SYSTEM","Region 6","Louisiana","Community water system","2,024","-","Avoyelles Parish","17","11","21","Ground water","71333","EVERGREEN"
"LA2069033","AJAX COUNTRY LIVIN RV PARK WS","Region 6","Louisiana","Transient non-community system","88","-","Natchitoches Parish","5","1","5","Ground water","71450","MARTHAVILLE"
"LA2119023","MUDDY BOTTOMS ATV AND REC PARK","Region 6","Louisiana","Transient non-community system","2,000","-","Webster Parish","4","1","2","Ground water","71058-0856","MINDEN"
"LA1077022","LIVONIA WATER SYSTEM","Region 6","Louisiana","Community water system","2,445","-","Pointe Coupee Parish","7","1","20","Ground water","70755","LIVONIA"
"LA1079009","FOREST HILL UTILITIES","Region 6","Louisiana","Community water system","3,399","-","Rapides Parish","14","6","15","Ground water","71430","FOREST HILL"
"LA1021001","CLARKS WATER SYSTEM","Region 6","Louisiana","Community water system","996","-","Caldwell Parish","14","10","23","Ground water","71415","CLARKS"
"LA1119008","DOYLINE WATERWORKS DISTRICT 1","Region 6","Louisiana","Community water system","915","-","Webster Parish","16","22","12","Ground water","71023","DOYLINE"
"LA1011012","BEAUREGARD DISTRICT NO 2 WARD NO 5","Region 6","Louisiana","Community water system","6,116","-","Beauregard Parish","20","14","17","Ground water","70660","SINGER"
"LA2103479","US FISH & WILDLIFE HQ","Region 6","Louisiana","Non-Transient non-community system","25","-","St. Tammany Parish","4","38","5","Ground water","70445","LACOMBE"
"LA1037005","EASTERN LOUISIANA MENTAL HEALTH SYSTEMS","Region 6","Louisiana","Community water system","2,500","-","East Feliciana Parish","6","23","18","Ground water","70748","JACKSON"
"LA1119005","CULLEN WATER SYSTEM","Region 6","Louisiana","Community water system","1,650","-","Webster Parish","8","50","15","Ground water","71021","CULLEN"
"LA2019163","GRAB N GEAUX WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Calcasieu Parish","4","0","5","Ground water","70607","LAKE CHARLES"
"LA2019171","GRAB N GEAUX #4 WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Calcasieu Parish","4","0","3","Ground water","70607","LAKE CHARLES"
"LA2103446","BAYOU ADVENTURE","Region 6","Louisiana","Transient non-community system","50","-","St. Tammany Parish","4","16","5","Ground water","70445","LACOMBE"
"LA1017005","BELLA VISTA MHP WATER SYSTEM","Region 6","Louisiana","Community water system","330","-","Caddo Parish","16","21","14","Ground water","71047","KEITHVILLE"
"LA1119034","GIL-GAL WATER SYSTEM","Region 6","Louisiana","Community water system","1,492","-","Webster Parish","14","2","9","Ground water","71058","MINDEN"
"LA1073003","BETTER WATERWORKS WATER SYSTEM","Region 6","Louisiana","Community water system","2,160","-","Ouachita Parish","11","53","29","Ground water","71294","WEST MONROE"
"LA2115130","FOX STOP LLC","Region 6","Louisiana","Transient non-community system","30","-","Vernon Parish","5","5","11","Ground water","71446","LEESVILLE"
"LA1101004","GLENCOE COMMUNITY WATER SYSTEM","Region 6","Louisiana","Community water system","190","-","St. Mary Parish","9","27","19","Ground water","70544","JEANERETTE"
"LA1101012","ST MARY PAR JT WATER SEWER COMMISSION 5","Region 6","Louisiana","Community water system","1,240","-","St. Mary Parish","7","10","15","Ground water","70544","JEANERETTE"
"LA1059013","ROGERS COMMUNITY WATER SYSTEM  INC","Region 6","Louisiana","Community water system","495","-","La Salle Parish","6","16","22","Ground water","71342","JENA"
"LA1017090","BRADY MOBILE HOME PARK","Region 6","Louisiana","Community water system","96","-","Caddo Parish","2","0","2","Surface water purchased","71112","BOSSIER"
"LA2099062","BREAUX BRIDGE GAMING WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","St. Martin Parish","6","14","5","Ground water","70874","BATON ROUGE"
"LA2103299","HOUSE OF SEAFOOD","Region 6","Louisiana","Transient non-community system","525","-","St. Tammany Parish","4","10","8","Ground water","70438","FRANKLINTON"
"LA2103502","THE FIRST CLASS ACADEMY DAYCARE","Region 6","Louisiana","Non-Transient non-community system","40","-","St. Tammany Parish","4","0","3","Ground water","70445","LACOMBE"
"LA2103026","BUSH SHELL 2","Region 6","Louisiana","Transient non-community system","200","-","St. Tammany Parish","4","5","7","Ground water","70433","COVINGTON"
"LA1001022","SOUTH RAYNE WATER CORPORATION","Region 6","Louisiana","Community water system","4,080","-","Acadia Parish","11","9","26","Ground water","70578","RAYNE"
"LA1009013","TOWN OF PLAUCHEVILLE WATER SYSTM","Region 6","Louisiana","Community water system","3,420","-","Avoyelles Parish","11","5","14","Ground water","71362","PLAUCHEVILLE"
"LA1111010","LINVILLE-HAILE WATER SYSTEM","Region 6","Louisiana","Community water system","1,635","-","Union Parish","11","73","19","Ground water","71260","MARION"
"LA1059017","EAST JENA WATER SYSTEM  INC","Region 6","Louisiana","Community water system","990","-","La Salle Parish","8","2","17","Ground water","71342","JENA"
"LA1039016","BAYOU DES CANNES WATER SYSTEM","Region 6","Louisiana","Community water system","4,200","-","Evangeline Parish","13","7","17","Ground water","70515","BASILE"
"LA1079003","TOWN OF BOYCE WATER SYSTEM","Region 6","Louisiana","Community water system","1,650","-","Rapides Parish","13","22","15","Ground water","71409","BOYCE"
"LA1117001","CITY OF BOGALUSA WATER SYSTEM","Region 6","Louisiana","Community water system","14,000","-","Washington Parish","23","15","12","Ground water","70427","BOGALUSA"
